BookName,BookAuthor,BookOriginalPrice,BookDiscountPrice
"জোনাকির আলোয় বিপন্ন মুক্তিযোদ্ধা ও বালুচ ক্যাপ্টেন","হারুন উর রশীদ","TK. 200","TK. 176"
"উর্মি","মো: মাসুদ রানা","TK. 200","TK. 176"
"তবু ভালোবাসি","ফাল্গুনী চক্রবর্তী","TK. 160","TK. 141"
"দ্বিতীয় বৃত্তে","বিমল গুহ","TK. 140","TK. 123"
"অন্তর্জালের পুষ্পগুচ্ছ","আখতার জাহান শেলী ","TK. 180","TK. 158"
"সিনেয়াস্টের ডায়েরি","বেলায়াত হোসেন মামুন","TK. 500","TK. 425"
"তুই থাকিস পরাণের গহীনে","আসাদুজ্জামান জুয়েল","TK. 200","TK. 176"
"নীল রঙা হাসি","নাজমুল হক","TK. 180","TK. 158"
"কলমের টানে","সাব্বির নেওয়াজ","TK. 200","TK. 176"
"একদিন তোমার জন্য স্বৈরাচার হবো"," এম মনজুরুল ইসলাম","TK. 300","TK. 255"
"নিন্দিত না কি নন্দিত","মোঃ লুৎফর রহমান","TK. 200","TK. 176"
"নিঃসঙ্গ নীলখাম","হোমায়রা খাতুন","TK. 200","TK. 176"
"না বলা গল্পগুলো ","কে এম পারভেজ ওয়াহিদ","TK. 200","TK. 176"
"স্মৃতির পাতা","এম. এ ময়না","TK. 200","TK. 176"
"অন্তরালে যে-জন","আফসানা নীতু","TK. 260","TK. 221"
"কথন সাহিত্য জিজ্ঞাসা","শরীফ ওবায়েদুল্লাহ","TK. 120","TK. 114"
"ষোলো বছরে শেখ হাসিনার সাফল্য","সুলতান মাহমুদ","TK. 600","TK. 510"
"অনির অসুখ","আহসান হাবীব (কার্টুনিস্ট)","TK. 200","TK. 176"
"পণ্ডিতের প্রযোজিত যাত্রাপালা","তুষার দাশ","TK. 250","TK. 213"
"সত্য’র ঘর","কামরুল হাসান সিদ্দিকী","TK. 290","TK. 247"
"দুপুরের মতো দীর্ঘ কবিতা","পিয়াস মজিদ","TK. 250","TK. 213"
"দীর্ঘশ্বাসের সাথে বসবাস  ","আবুল খায়ের","TK. 200","TK. 176"
"চরিত্রহীন","শরৎচন্দ্র চট্টোপাধ্যায়","TK. 380","TK. 323"
"শেষ প্রশ্ন","শরৎচন্দ্র চট্টোপাধ্যায়","TK. 325","TK. 276"
"সোনালী নোলক","কে এম পারভেজ ওয়াহিদ","TK. 300","TK. 255"
"আল মাহমুদের উপন্যাস : বিষয় ও চিন্তা","ইয়াহইয়া মান্নান","TK. 320","TK. 272"
"কালো অক্ষরে রক্তাভ তুমি ","অজয় দাশগুপ্ত","TK. 200","TK. 176"
"নায়রী","মীর রায়হান আলী","TK. 175","TK. 154"
"জাদুকর ও স্বার্থপর রাজকুমারী","রিফাত কামাল সাইফ","TK. 160","TK. 141"
"রোগব্যাধি ও স্বাস্থ্য সচেতনতায় ১০০ টিপস মানুন ১০০ বছর বাঁচুন","নেসার উদ্দীন আয়ূব","TK. 350","TK. 298"
"প্রবচনগুচ্ছ","সৈয়দ আবুল হোসেন","TK. 290","TK. 247"
"নির্বাচিত ছোটগল্প","প্রেমেন্দ্র মিত্র","TK. 230","TK. 196"
"সুখে থাকো রাজরাণী","মাসুম পাইক","TK. 150","TK. 105"
"এই জনপদে জ্যোস্না নামে","সাজ্জাদ শাহরিয়ার","TK. 150","TK. 105"
"মানুষের তালিকা থেকে পথিক নামটি বাদ দিন","পথিক মোস্তফা","TK. 150","TK. 105"
"কিছু মেরুদণ্ডী উচ্ছ্বাস","নয়ন আহমেদ","TK. 150","TK. 105"
"ভালোবাসা ও বিরহের কবিতা","মোঃ মেহেবুব হক","TK. 900","TK. 702"
"আজও হয়নি বলা একটি কথা ভালোবাসি তোমাকে","লিটন বিদ্রোনাথ","TK. 250","TK. 213"
"রূপসী বাংলাদেশ","আশরাফুল আলম আশরাফ","TK. 160","TK. 141"
"দ্বীপদেশের জেলখানা","জুয়েল আহসান কামরুল","TK. 300","TK. 255"
"বাংলাভাষী অটিস্টিক শিশুর ভাষা প্রকৃতি","সাবরিন নাহার","TK. 250","TK. 213"
"অনাহূত","রুবাইয়াৎ আহমেদ ","TK. 160","TK. 141"
"অমানিশা","রুবাইয়াৎ আহমেদ","TK. 160","TK. 141"
"নিগড়","রুবাইয়াৎ আহমেদ ","TK. 160","TK. 141"
"প্রণয়োপাখ্যান","রুবাইয়াৎ আহমেদ","TK. 160","TK. 141"
"পারগেটরি","উইলিয়াম বাটলার ইয়েটস","TK. 200","TK. 176"
"সাহিত্য ও চলচ্চিত্রের ভাষা","তুহিন ইমরুল","TK. 600","TK. 510"
"নারায়ণ গঙ্গোপাধ্যায়ের ছোটগল্প : শৈলী নির্মাণের বহুমাত্রিকতা","কালিপদ বর্মন","TK. 450","TK. 383"
"ঢাকার নাগরিক উন্নয়নে নবাবদের ভূমিকা (১৮৫৭-১৯৪৭)","এস.এম. রুহুল আমীন রিজভী","TK. 500","TK. 425"
"সেলিম আল দীন-এর ত্রয়ীনাট্য : নবনির্মিতি","মনিরুল ইসলাম রুবেল","TK. 400","TK. 340"
"পরশ পিপুল","সঞ্জয় সরকার","TK. 280","TK. 238"
"অপেক্ষা","প্রশান্ত হালদার","TK. 200","TK. 176"
"নিশ্চুপ  ইতিহাস","সুরভি জাহাঙ্গীর","TK. 750","TK. 638"
"নীল জলে ডুব","জাহানারা রেখা","TK. 140","TK. 123"
"ক্রস মার্কার","মীর রবি","TK. 200","TK. 176"
"অনুপ্রাণ অণুকথা","অরূপ কিষান","TK. 150","TK. 132"
"দেশভাগ হইল একফালি নকশাদার লাল তরমুজ","শিমুল মাহমুদ","TK. 275","TK. 234"
"অন্ধের জানালা","জাকির জাফরান","TK. 225","TK. 191"
"তুলসী ঘাটের বৃত্তান্ত","আহমেদ উল্লাহ্‌","TK. 250","TK. 213"
"লাল পয়সা","মোঃ মুনির উদ্দীন","TK. 200","TK. 176"
"নীল যমুনা","মাইক ওমর","TK. 150","TK. 105"
"ডেইলি বিউটি রুটিন","মাইক ওমর","TK. 125","TK. 88"
"ফ্রকের ঘেরে শৈশব","জান্নাতুল কেকা","TK. 200","TK. 176"
"দশ দিগন্তের কাব্য","আসমা মতিন","TK. 200","TK. 140"
"নিঃশব্দের শব্দ","গুলশান আরা কাজী","TK. 200","TK. 176"
"তারুণ্যে","আতাউর রহমান আফতাব","TK. 150","TK. 105"
"ঘর বাঁধলেই ভালোবাসা হয় না","তানভীর জাহান চৌধুরী","TK. 300","TK. 255"
"ছড়ায় ছন্দে বঙ্গবন্ধু","সুমন বিপ্লব","TK. 100","TK. 70"
"হারিয়ে যাওয়া বসন্ত","রিংকু দেবনাথ","TK. 250","TK. 213"
"হৃদগহিনের হেম","আবু জাফর মোঃ তারেক","TK. 150","TK. 105"
"একটি সাঁকোর দীর্ঘশ্বাস","কামরুন নাহার রুনু","TK. 250","TK. 213"
"ম","মহিউদ্দীন চৌধুরী  ","TK. 200","TK. 176"
"সোনালি স্বপ্ন","পলাশ আফজাল","TK. 150","TK. 105"
"শব্দের রক্তক্ষরণ","হাইকেল হাশমী","TK. 250","TK. 213"
"রেবুলু জিরো জিরো ওয়ান","মাইক ওমর","TK. 120","TK. 84"
"কৃষ্ণচূড়ার সেই দিনগুলি","রিংকু দেবনাথ","TK. 250","TK. 213"
"মধ্যপ্রাচ্যের নির্বাচিত গল্প","কামরুল হাসান","TK. 350","TK. 298"
"লাল ফিতে","মাজহারুল আলম তিতুমির","TK. 200","TK. 176"
"ষোড়শী পঙক্তিমালা","হাবিবুর রহমান (রাজশাহী কলেজ)","TK. 200","TK. 176"
"কোথায় পাবো তারে","আবদুল হাকিম","TK. 250","TK. 213"
"ডুবন্ত সূর্যের তামাটে আভায়","মহি মজুমদার","TK. 225","TK. 191"
"যেখানে রমণীরা নদীর মতো","সাজ্জাদ খান","TK. 250","TK. 213"
"শিশিরবিন্দুর জীবনী","রেহানা জামান","TK. 250","TK. 213"
"সকলতান্ত্রিক নিরুপায়","সেলিম রেজা","TK. 200","TK. 176"
"১০ মুক্তিযোদ্ধার যুদ্ধস্মৃতি","সাইফুল ইসলাম","TK. 275","TK. 234"
"সহজ অংক","নূরে এলাহি খান","TK. 150","TK. 132"
"মাখন কুলসুমার কিচ্ছা","মোহাম্মদ নওয়াব আলী","TK. 100","TK. 70"
